Time spent on Internet,Daily Internet Usage,Country,City,Area Income,Male/Female,Age of people who use website,Timestamp,Ad Topic Line,Clicked on Ad,,,
78.84,217.66,Italy,Shawnside,56593.8,1,26,2016-06-29 7:20,Persistent even-keeled application,0,,,
71.33,169.4,Japan,Josephmouth,31072.44,0,23,2016-03-15 6:54,Optimized attitude-oriented initiative,1,,,
81.9,225.47,Mauritius,Garciatown,66773.83,0,41,2016-06-11 6:47,Multi-channeled 3rdgeneration model,0,,,
46.89,176.78,Turkey,Chaseshire,72553.94,1,48,2016-07-17 13:22,Polarized mission-critical structure,1,,,
77.8,152.94,Namibia,Destinyfurt,43708.88,0,57,2016-02-14 14:38,Virtual executive implementation,1,,,
45.44,119.27,China,Mezaton,48453.55,0,43,2016-05-04 5:01,Enhanced intermediate standardization,1,,,
69.96,214.06,Netherlands,New Kayla,73413.87,1,31,2016-05-20 12:17,Realigned tangible collaboration,0,,,
87.35,158.29,Gibraltar,Carsonshire,58114.3,1,35,2016-01-26 2:47,Cloned dedicated analyzer,0,,,
49.42,128,Congo,Jacquelineshire,45465.25,1,53,2016-07-07 18:07,Ameliorated well-modulated complexity,1,,,
71.27,216.03,Senegal,South Blakestad,50147.72,1,21,2016-01-11 12:46,Quality-focused bi-directional throughput,0,,,
49.19,123.08,Hungary,North Mark,61004.51,0,38,2016-05-12 12:11,Versatile solution-oriented secured line,1,,,
39.96,138.52,Pitcairn Islands,Kingchester,53898.89,1,35,2016-02-28 23:21,Phased leadingedge budgetary management,1,,,
85.01,192.5,Slovakia (Slovak Republic),Evansfurt,59797.64,0,29,2016-05-03 16:02,Devolved exuding Local Area Network,0,,,
68.95,185.85,United States Virgin Islands,South Adamhaven,74623.27,1,51,2016-03-15 20:19,Front-line bandwidth-monitored capacity,0,,,
67.59,113.69,Monaco,Brittanyborough,58677.69,0,45,2016-07-23 5:21,User-centric solution-oriented emulation,1,,,
75.71,246.06,Portugal,Barbershire,62109.8,0,34,2016-03-11 10:01,Phased hybrid intranet,0,,,
43.07,137.63,Turkey,East Ericport,60583.02,1,36,2016-02-11 20:45,Monitored zero administration collaboration,1,,,
39.47,163.48,Uganda,Crawfordfurt,65576.05,1,43,2016-07-06 23:09,Team-oriented systematic installation,1,,,
48.22,214.33,Norfolk Island,Turnerville,73882.91,0,40,2016-03-22 19:14,Inverse national core,0,,,
76.76,230.77,Niue,Kylieview,50468.36,1,25,2016-05-26 13:28,Secured uniform instruction set,0,,,
78.74,234.75,Ukraine,West Zacharyborough,51409.45,0,27,2016-06-18 19:10,Quality-focused zero tolerance matrices,0,,,
67.47,225.05,Vanuatu,Watsonfort,60514.05,1,24,2016-03-20 7:12,Multi-tiered heuristic strategy,0,,,
81.17,231.91,United States Minor Outlying Islands,Dayton,57195.96,1,30,2016-06-03 7:00,Optimized static archive,0,,,
89.66,171.23,Armenia,Nicholasport,52802.58,1,34,2016-02-03 15:15,Advanced didactic conglomeration,0,,,
79.6,227.37,Sweden,Whitneyfort,56570.06,1,28,2016-05-03 16:55,Synergistic discrete middleware,0,,,
65.53,190.17,Timor-Leste,Coffeytown,51049.47,1,19,2016-06-20 2:25,Pre-emptive client-server installation,0,,,
61.87,250.2,French Southern Territories,North Johnside,66629.61,1,35,2016-07-10 19:15,Multi-channeled attitude-oriented toolset,0,,,
83.16,194.95,Finland,Robinsonland,70185.06,0,41,2016-01-04 4:00,Decentralized 24hour approach,0,,,
44.11,121.24,Saint Vincent and the Grenadines,Lake David,43111.41,1,41,2016-04-20 16:49,Organic next generation matrix,1,,,
56.57,131.98,Senegal,West Ericaport,56435.6,0,26,2016-01-23 13:14,Multi-channeled non-volatile website,1,,,
83.91,222.87,Burundi,Haleberg,53223.58,0,29,2016-01-04 22:27,Distributed bifurcated challenge,0,,,
79.8,229.88,Bahamas,West Michaelport,57179.91,1,28,2016-04-08 22:40,Customizable zero-defect Internet solution,0,,,
71.23,122.59,Sweden,Ericksonmouth,41521.28,0,52,2016-01-05 11:53,Self-enabling zero administration neural-net,1,,,
47.23,210.87,Svalbard & Jan Mayen Islands,Yangside,73538.09,1,43,2016-03-17 22:24,Optimized upward-trending productivity,1,,,
82.37,207.44,Tonga,Estradafurt,63664.32,0,30,2016-06-29 4:23,Open-architected system-worthy ability,0,,,
43.63,135.25,Korea,Frankport,61757.12,1,38,2016-05-25 19:45,Quality-focused maximized extranet,1,,,
70.9,190.95,Kyrgyz Republic,Port Juan,71727.51,0,28,2016-06-17 23:19,Centralized client-driven workforce,0,,,
71.9,193.29,Costa Rica,Williamsside,72203.96,1,29,2016-04-24 7:20,De-engineered intangible flexibility,0,,,
62.12,105.86,Liechtenstein,Johnsonview,50671.6,1,37,2016-03-18 13:00,Re-engineered intangible software,1,,,
67.35,118.69,Zimbabwe,East Heidi,47510.42,0,29,2016-04-28 21:58,Sharable secondary Graphical User Interface,1,,,
57.99,124.58,Costa Rica,New Angelview,62466.1,0,50,2016-02-12 8:46,Innovative homogeneous alliance,1,,,
66.8,248.51,Hungary,Lake Brandonview,59683.16,0,29,2016-07-11 13:23,Diverse leadingedge website,1,,,
49.13,120.49,Fiji,Morganport,41097.17,0,32,2016-01-29 0:45,Optimized intermediate help-desk,1,,,
45.11,195.69,Netherlands,Browntown,39799.73,0,58,2016-01-05 16:26,Sharable reciprocal project,1,,,
54.35,164.02,Sweden,Lake Hailey,76984.21,0,42,2016-06-20 8:22,Proactive interactive service-desk,0,,,
61.82,151.93,Barbados,Olsonside,57877.15,1,59,2016-02-06 17:48,Open-architected needs-based customer loyalty,1,,,
77.75,240.64,Paraguay,Coxhaven,59047.91,1,31,2016-06-22 17:19,Multi-lateral motivating circuit,0,,,
70.61,190.12,Italy,Meaganfort,72154.68,0,28,2016-04-16 5:24,Assimilated encompassing portal,0,,,
82.72,179.82,Belarus,North Monicaville,65704.79,0,31,2016-01-17 5:07,Cross-group global orchestration,0,,,
76.87,212.59,South Georgia and the South Sandwich Islands,Mullenside,72948.76,0,36,2016-07-08 22:30,Down-sized bandwidth-monitored core,0,,,
65.07,227.53,Anguilla,Princebury,73941.91,1,34,2016-03-11 0:05,Monitored explicit hierarchy,0,,,
56.93,111.8,Sierra Leone,Bradleyside,57887.64,0,37,2016-06-10 0:35,Reactive demand-driven strategy,1,,,
48.86,128.37,Saint Martin,Elizabethbury,62463.7,1,35,2016-01-04 0:44,Universal empowering adapter,1,,,
36.56,195.89,Uganda,West Ryan,42838.29,0,29,2016-01-01 15:14,Team-oriented bi-directional secured line,1,,,
85.73,147.75,Saudi Arabia,New Tammy,43778.88,1,32,2016-07-10 17:24,Stand-alone radical throughput,1,,,
75.81,229.19,Greenland,Sanchezland,71157.05,0,40,2016-03-27 19:50,Inverse zero-defect capability,0,,,
72.94,190.84,Venezuela,Rogerland,74159.69,0,31,2016-04-29 13:38,Multi-tiered real-time implementation,0,,,
53.63,126.29,Liberia,Vanessaview,50333.72,1,54,2016-01-08 18:13,Front-line zero-defect array,1,,,
52.35,147.61,Mali,Jessicashire,33293.78,1,25,2016-06-05 7:54,Mandatory 4thgeneration structure,1,,,
52.84,121.57,Bosnia and Herzegovina,Melissachester,38641.2,1,51,2016-06-29 10:50,Synergistic asynchronous superstructure,1,,,
51.58,115.91,Brunei Darussalam,Johnsontown,49822.78,0,33,2016-04-24 13:46,Vision-oriented system-worthy forecast,1,,,
42.32,187.09,South Georgia and the South Sandwich Islands,New Joshuaport,63891.29,1,29,2016-02-14 4:14,Digitized radical architecture,1,,,
55.04,106.96,Czech Republic,Hernandezside,43881.73,1,42,2016-06-15 5:43,Quality-focused optimizing parallelism,1,,,
68.58,171.54,El Salvador,New Williamville,13996.5,1,41,2016-07-06 12:04,Exclusive discrete firmware,1,,,
85.54,175.43,Tokelau,Gilbertville,48761.14,1,27,2016-03-31 13:54,Right-sized solution-oriented benchmark,0,,,
71.14,224.82,France,Newmanberg,69758.31,0,30,2016-06-21 0:52,Assimilated stable encryption,0,,,
64.38,180.47,Gabon,West Alice,52530.1,1,19,2016-05-27 5:23,Configurable dynamic secured line,0,,,
88.85,213.96,Bulgaria,Cannonbury,58363.12,0,40,2016-01-17 18:45,Cloned optimal leverage,0,,,
66.79,198.3,Burkina Faso,Shelbyport,60575.99,1,60,2016-04-07 20:34,Decentralized client-driven data-warehouse,1,,,
32.6,185.47,Mayotte,New Henry,48206.04,0,45,2016-05-02 18:37,Multi-tiered interactive neural-net,1,,,
43.88,166.85,Somalia,Dustinmouth,31523.09,1,54,2016-06-04 17:24,Enhanced methodical database,1,,,
56.46,151.63,Albania,South Lisa,66187.58,0,26,2016-04-07 18:52,Ameliorated leadingedge help-desk,1,,,
72.18,225.02,Bolivia,Lisamouth,69438.04,0,30,2016-06-10 22:21,De-engineered attitude-oriented projection,0,,,
52.67,191.26,Jersey,New Hollyberg,14775.5,0,44,2016-05-19 6:37,Persevering 5thgeneration knowledge user,1,,,
80.55,219.91,British Virgin Islands,Port Brittanyville,68016.9,0,35,2016-03-28 23:01,Extended grid-enabled hierarchy,0,,,
67.85,202.7,Saint Helena,East Ronald,78520.99,1,41,2016-01-21 22:51,Reactive tangible contingency,1,,,
75.55,123.71,Bosnia and Herzegovina,South Davidmouth,31998.72,1,36,2016-03-12 6:05,Decentralized attitude-oriented interface,1,,,
80.46,230.78,India,Carterton,56909.3,0,29,2016-06-04 9:13,Mandatory coherent groupware,0,,,
82.69,167.41,Georgia,Rachelhaven,61161.29,1,29,2016-05-24 10:16,Fully-configurable eco-centric frame,0,,,
35.21,154,United States Minor Outlying Islands,New Timothy,52340.1,1,39,2016-03-25 6:36,Advanced disintermediate data-warehouse,1,,,
36.37,144.53,Kiribati,North Jessicaville,47338.94,1,40,2016-04-22 0:28,Quality-focused zero-defect data-warehouse,1,,,
74.07,165.43,Ghana,Joneston,50950.24,1,22,2016-03-22 4:13,Cross-group non-volatile secured line,0,,,
59.96,197.66,Samoa,Staceyfort,77143.61,0,33,2016-01-14 8:27,Expanded modular application,1,,,
85.62,195.68,Iran,South Dianeshire,57032.36,0,29,2016-04-14 21:37,Triple-buffered systematic info-mediaries,0,,,
40.88,136.18,Costa Rica,West Shannon,48554.45,1,33,2016-05-31 17:50,Networked non-volatile synergy,1,,,
36.98,167.87,Northern Mariana Islands,Micheletown,39552.49,1,31,2016-03-17 6:25,Fully-configurable clear-thinking throughput,1,,,
35.49,170.04,Liechtenstein,North Brittanyburgh,36884.23,0,47,2016-04-13 7:07,Front-line actuating functionalities,1,,,
56.56,204.47,Grenada,Port Jasmine,68783.45,1,26,2016-02-03 22:11,Compatible composite project,0,,,
36.62,162.44,Poland,New Sabrina,51119.93,1,32,2016-02-02 19:59,Customer-focused solution-oriented software,1,,,
49.35,119.86,Kenya,Lake Charlottestad,44304.13,0,49,2016-04-07 20:38,Inverse stable synergy,1,,,
75.64,204.82,Iran,West Rhondamouth,69718.19,1,29,2016-03-15 19:35,Pre-emptive well-modulated moderator,0,,,
79.22,198.79,Belgium,North Debra,63429.18,1,27,2016-03-11 12:39,Intuitive modular system engine,0,,,
77.05,236.08,Namibia,Villanuevastad,65756.36,0,34,2016-05-17 18:06,Centralized value-added hierarchy,0,,,
66.83,196.17,Cyprus,North Jeremyport,77871.75,1,46,2016-02-28 23:10,Assimilated hybrid initiative,0,,,
76.2,228.81,Japan,Lake Susan,47258.59,1,24,2016-03-02 6:35,Optimized coherent Internet solution,0,,,
56.64,123.24,Zimbabwe,Lake John,55984.89,1,29,2016-02-27 8:52,Versatile 6thgeneration parallelism,1,,,
53.33,111.63,Andorra,Courtneyfort,44275.13,1,34,2016-03-14 4:34,Configurable impactful productivity,1,,,
50.63,142.23,Luxembourg,Tammymouth,25767.16,0,50,2016-03-10 15:07,Operative full-range forecast,1,,,
41.84,139.32,Cyprus,Lake Vanessa,37605.11,0,49,2016-05-01 8:27,Operative secondary functionalities,1,,,
53.92,125.46,Turkey,Lake Amanda,25739.09,1,41,2016-06-12 11:17,Business-focused transitional solution,1,,,
83.89,180.88,Hong Kong,Mariemouth,60188.38,1,28,2016-05-28 12:20,Ameliorated intermediate Graphical User Interface,0,,,
55.32,127.65,Netherlands,Port Douglasborough,67682.32,0,43,2016-03-18 9:08,Managed 24hour analyzer,1,,,
53.22,108.85,United States Virgin Islands,Port Aprilville,44307.18,0,44,2016-05-26 6:03,Horizontal client-server database,1,,,
43.16,156.11,Marshall Islands,Williamsport,25371.52,1,35,2016-07-06 3:40,Implemented didactic support,1,,,
67.51,127.2,Western Sahara,Lake Faith,23942.61,0,43,2016-04-29 14:10,Digitized homogeneous core,1,,,
43.16,143.04,Saint Vincent and the Grenadines,Wendyville,50666.5,1,29,2016-03-05 20:53,Robust holistic application,1,,,
79.89,241.38,United States of America,Angelhaven,50356.06,1,30,2016-05-30 8:35,Synergized uniform hierarchy,0,,,
84.25,170.9,Angola,New Sean,63936.5,1,32,2016-04-10 6:32,Pre-emptive client-driven secured line,0,,,
74.18,203.87,Cayman Islands,Lake Lisa,69874.18,0,28,2016-01-20 2:31,Front-line even-keeled website,0,,,
85.78,232.78,Swaziland,Valerieland,50038.65,0,34,2016-07-20 21:53,Persistent fault-tolerant service-desk,0,,,
80.96,225,Wallis and Futuna,New Travis,67866.95,1,39,2016-01-17 4:12,Integrated leadingedge frame,0,,,
36.91,159.69,Zimbabwe,North Samantha,54645.2,0,48,2016-02-24 7:13,Ameliorated coherent open architecture,1,,,
54.47,141.52,Chad,Holderville,46780.09,0,23,2016-03-26 19:37,Vision-oriented bifurcated contingency,1,,,
81.98,212.88,Saint Martin,Patrickmouth,67432.49,0,34,2016-06-04 9:25,Up-sized maximized model,0,,,
79.6,194.23,Rwanda,Lake Deannaborough,73392.28,0,39,2016-04-22 7:48,Organized global flexibility,0,,,
57.51,105.71,Moldova,Jeffreymouth,47682.28,0,38,2016-03-31 8:53,Re-engineered zero-defect open architecture,1,,,
82.3,232.21,Gabon,Davieshaven,56735.83,0,31,2016-04-16 8:36,Balanced executive definition,0,,,
73.21,252.6,Denmark,Lake Jessicaville,51013.37,1,30,2016-05-12 20:57,Networked logistical info-mediaries,1,,,
79.09,209.72,Svalbard & Jan Mayen Islands,Hernandezchester,69481.85,1,32,2016-05-07 21:32,Optimized multimedia website,0,,,
68.47,226.64,Poland,North Kennethside,67033.34,0,28,2016-06-25 0:33,Focused coherent success,0,,,
83.69,192.57,Fiji,Shelbyport,68717,0,36,2016-03-23 5:27,Robust context-sensitive neural-net,0,,,
83.48,222.72,Philippines,Williamport,59340.99,1,31,2016-03-04 13:47,Intuitive zero administration adapter,0,,,
43.49,124.67,Vietnam,Smithside,47968.32,0,45,2016-06-14 12:08,Synchronized full-range portal,1,,,
66.69,108.27,Jersey,Vanessastad,48758.92,0,35,2016-05-11 19:13,Integrated encompassing support,1,,,
48.46,132.38,Indonesia,Lisamouth,61230.03,1,49,2016-01-21 23:33,Devolved human-resource circuit,1,,,
42.51,144.77,Palestinian Territory,Lake Rhondaburgh,54755.71,1,30,2016-01-15 19:45,Grass-roots transitional flexibility,1,,,
42.83,132.38,Latvia,Cunninghamhaven,54324.73,1,34,2016-04-23 9:42,Vision-oriented methodical support,1,,,
41.46,128.98,Malta,Robertstown,52177.4,1,42,2016-05-23 8:06,Integrated impactful groupware,1,,,
45.99,124.61,Afghanistan,South Mark,51163.14,1,33,2016-02-27 15:04,Face-to-face methodical intranet,1,,,
68.72,225.97,Austria,New Taylorburgh,66861.67,0,27,2016-02-23 17:37,Fundamental tangible moratorium,0,,,
63.11,254.94,Micronesia,Port Karenfurt,63107.88,1,34,2016-03-17 22:59,Balanced mobile Local Area Network,0,,,
49.21,115.6,Mexico,Carterland,49206.4,0,46,2016-02-28 3:34,Realigned 24/7 core,1,,,
55.77,117.33,Chile,East Shawn,55942.04,1,49,2016-03-15 14:33,Fully-configurable high-level groupware,1,,,
44.13,128.48,Cuba,West Derekmouth,33601.84,1,40,2016-03-03 20:20,Ameliorated discrete extranet,1,,,
57.82,107.56,Belarus,Brandiland,48867.36,1,46,2016-04-06 14:16,Centralized asynchronous portal,1,,,
72.46,113.53,Malawi,Cervantesshire,56683.32,0,40,2016-05-01 9:23,Enhanced tertiary utilization,1,,,
61.88,108.18,Afghanistan,North Debrashire,38260.89,0,45,2016-05-30 8:02,Balanced disintermediate conglomeration,1,,,
78.24,199.29,Luxembourg,Deannaville,54106.21,0,23,2016-04-04 11:39,Sharable value-added solution,0,,,
74.61,231.28,South Africa,East Christopher,71055.22,1,38,2016-04-06 23:10,Networked impactful framework,0,,,
89.18,224.01,Nepal,Rickymouth,46403.18,1,37,2016-04-26 21:45,Public-key impactful neural-net,0,,,
44.16,133.42,Spain,Port Dennis,61690.93,1,42,2016-05-25 0:34,Innovative interactive portal,1,,,
55.74,124.34,Hong Kong,Lake Michelle,26130.93,1,37,2016-02-11 16:45,Networked asymmetric infrastructure,1,,,
88.82,169.1,Slovakia (Slovak Republic),East Johnport,58638.75,0,36,2016-01-30 0:05,Assimilated discrete strategy,0,,,
70.39,261.52,Cayman Islands,Sabrinaview,47357.39,1,32,2016-07-12 10:56,Phased 5thgeneration open system,0,,,
59.05,118.45,Uganda,Kristinfurt,50086.17,1,52,2016-04-23 3:46,Upgradable logistical flexibility,1,,,
78.58,250.11,Vanuatu,Chapmanland,51772.58,1,33,2016-04-16 10:36,Centralized user-facing service-desk,0,,,
35.11,158.03,Anguilla,North Jonathan,47638.3,1,35,2016-03-11 13:07,Extended analyzing emulation,1,,,
60.39,108.25,Switzerland,Port Christina,38987.42,1,45,2016-03-02 15:39,Front-line methodical utilization,1,,,
81.56,213.7,Zimbabwe,Juanport,51363.16,1,26,2016-07-13 21:31,Open-source scalable protocol,0,,,
75.03,255.57,Uruguay,East Mike,35764.49,0,34,2016-05-29 18:12,Networked local secured line,1,,,
50.87,190.41,Liberia,North Angelatown,62939.5,0,24,2016-05-10 17:13,Programmable empowering orchestration,1,,,
82.8,223.2,Egypt,West Steven,58776.67,1,30,2016-05-07 8:39,Enhanced systemic benchmark,0,,,
78.51,205.71,Greece,Riggsstad,59106.12,1,25,2016-01-17 13:27,Focused web-enabled Graphical User Interface,0,,,
37.65,161.29,Bahrain,Davidview,50457.01,1,51,2016-03-09 6:22,Automated stable help-desk,1,,,
83.17,244.4,Sri Lanka,Port Kevinborough,54251.78,1,43,2016-04-05 18:02,Managed national hardware,0,,,
91.37,182.65,Kazakhstan,Lawsonshire,51920.49,1,45,2016-04-01 7:37,Re-engineered composite moratorium,1,,,
68.25,220.08,Greenland,Wagnerchester,70324.8,0,29,2016-02-15 16:18,Phased fault-tolerant definition,0,,,
81.32,165.65,Moldova,Daisymouth,52416.18,0,25,2016-03-08 5:12,Pre-emptive next generation Internet solution,0,,,
76.64,241.5,Poland,North Daniel,66217.31,1,39,2016-02-09 23:38,Reverse-engineered web-enabled support,0,,,
74.06,246.29,Anguilla,Port Jacquelinestad,60938.73,1,50,2016-06-17 9:38,Horizontal intermediate monitoring,0,,,
39.53,142.21,Central African Republic,New Teresa,40243.82,1,33,2016-06-01 12:27,Intuitive transitional artificial intelligence,1,,,
86.58,195.93,Mexico,Henryfort,60151.77,1,32,2016-02-26 23:44,Business-focused asynchronous budgetary management,0,,,
90.75,216.5,Togo,Lake Joseph,45945.88,0,40,2016-03-11 9:58,Decentralized methodical capability,0,,,
67.71,225.76,Armenia,Daviesborough,63430.33,1,25,2016-04-28 2:55,Synergized intangible open system,0,,,
82.41,222.08,Nicaragua,North Brandon,65882.81,0,36,2016-04-12 4:22,Stand-alone logistical service-desk,0,,,
45.82,171.24,Eritrea,Adamside,64410.8,1,27,2016-02-10 20:43,Expanded full-range synergy,1,,,
76.79,235.94,Canada,Wademouth,55677.12,0,27,2016-05-01 23:21,Open-architected intangible strategy,0,,,
70.05,203.44,Croatia,North Raymond,75560.65,0,33,2016-03-24 17:48,Diverse directional hardware,0,,,
72.19,250.32,Switzerland,Randolphport,61067.58,1,32,2016-04-22 19:45,Balanced discrete approach,0,,,
77.35,167.26,Yemen,East Troyhaven,72330.57,0,34,2016-03-09 12:10,Total bi-directional success,0,,,
40.34,173.75,Tokelau,Clarkborough,32549.95,0,29,2016-03-30 5:29,Object-based motivating instruction set,1,,,
67.39,107.19,Armenia,Josephberg,51257.26,0,44,2016-01-24 13:41,Realigned intermediate application,1,,,
68.68,187.03,Equatorial Guinea,Lake Jenniferton,77220.42,1,34,2016-07-15 9:42,Sharable encompassing database,0,,,
81.75,249.45,Barbados,Lake Jose,52520.75,0,43,2016-06-07 5:41,Progressive 24/7 definition,0,,,
66.03,217.37,American Samoa,Ashleymouth,59422.47,0,22,2016-05-31 23:32,Pre-emptive next generation strategy,0,,,
47.74,154.93,Saint Lucia,Henryland,22456.04,1,33,2016-05-14 14:49,Open-source 5thgeneration leverage,1,,,
79.18,236.96,Algeria,Lake Danielle,58443.99,0,31,2016-01-10 20:18,Open-source holistic productivity,0,,,
86.81,199.62,Turkmenistan,Joshuaburgh,50820.74,1,29,2016-02-21 16:57,Multi-channeled scalable moratorium,0,,,
41.53,158.81,Mayotte,South Jeanneport,67575.12,0,42,2016-05-23 0:32,Optional tangible productivity,1,,,
70.92,249.81,South Africa,New Nathan,66522.79,1,39,2016-07-21 20:30,Up-sized intangible circuit,0,,,
46.84,123.22,Macao,Jonesshire,34903.67,0,45,2016-05-15 18:44,Virtual homogeneous budgetary management,1,,,
44.4,140.95,France,Mariahview,43073.78,1,53,2016-06-30 0:43,Phased zero-defect portal,1,,,
52.17,115.37,Equatorial Guinea,New Julianberg,57594.7,1,44,2016-02-24 6:17,Optional modular throughput,1,,,
81.45,205.84,Mali,Randyshire,66027.31,1,31,2016-05-30 21:22,Triple-buffered human-resource complexity,0,,,
54.08,111.02,Mayotte,Philipberg,53012.94,1,36,2016-06-02 4:14,Innovative cohesive pricing structure,1,,,
76.65,238.43,Pakistan,West Dennis,61117.5,0,31,2016-04-18 7:00,Function-based executive moderator,0,,,
54.39,171.9,Guadeloupe,Richardshire,52563.22,1,20,2016-02-29 18:06,Digitized content-based circuit,1,,,
37.74,190.95,Denmark,Lake James,65773.49,0,40,2016-05-27 12:45,Balanced uniform algorithm,1,,,
69.86,241.36,New Zealand,Austinborough,50506.44,0,25,2016-01-12 21:17,Triple-buffered foreground encryption,0,,,
85.37,194.56,Netherlands Antilles,Alexandrafort,66262.59,1,36,2016-01-27 17:08,Front-line system-worthy flexibility,0,,,
80.99,207.53,Belarus,Melissastad,35521.88,1,26,2016-06-10 3:56,Centralized clear-thinking Graphic Interface,0,,,
78.84,235.29,Taiwan,Gonzalezburgh,62430.55,1,32,2016-04-09 9:26,Optimized 5thgeneration moratorium,0,,,
77.36,115.79,El Salvador,Port Jennifer,49597.08,0,41,2016-02-26 6:00,Fully-configurable asynchronous firmware,1,,,
55.46,108.1,Taiwan,Chrismouth,42078.89,0,37,2016-02-21 23:07,Exclusive systematic algorithm,1,,,
35.66,151.72,Peru,Port Beth,46197.59,0,45,2016-04-29 14:08,Exclusive cohesive intranet,1,,,
50.78,122.04,Liberia,West David,49957,0,51,2016-02-11 17:02,Vision-oriented asynchronous Internet solution,1,,,
40.47,203.9,Burundi,Fraziershire,24078.93,0,38,2016-07-22 7:44,Sharable 5thgeneration access,1,,,
45.62,121.28,Macao,Robertfurt,53647.81,0,43,2016-06-26 2:34,Monitored homogeneous artificial intelligence,1,,,
84.76,178.69,Venezuela,South Pamela,61039.13,0,30,2016-05-14 23:08,Monitored 24/7 moratorium,0,,,
80.64,221.59,Luxembourg,North Laurenview,46974.15,0,26,2016-05-24 10:04,Vision-oriented real-time framework,0,,,
75.94,236.96,Italy,Campbellstad,53042.51,1,27,2016-02-16 12:05,Future-proofed stable function,0,,,
37.01,216.01,San Marino,Port Derekberg,48826.14,0,50,2016-03-20 2:44,Secured encompassing Graphical User Interface,1,,,
87.18,193.6,Madagascar,West Andrew,58287.86,0,31,2016-01-31 5:12,Right-sized logistical middleware,0,,,
56.91,146.44,Norfolk Island,West Randy,21773.22,0,50,2016-04-01 5:17,Team-oriented executive core,1,,,
75.24,226.49,Vanuatu,South Christopher,52252.91,0,24,2016-02-25 16:33,Vision-oriented next generation solution,0,,,
42.84,182.2,Tunisia,Lake Michellebury,27073.27,1,52,2016-03-21 11:02,Enhanced optimizing website,1,,,
67.56,109.98,Paraguay,Zacharyton,50628.31,0,47,2016-02-12 5:20,Reduced background data-warehouse,1,,,
34.96,160.49,Macedonia,West James,36913.51,1,42,2016-06-01 16:10,Right-sized mobile initiative,1,,,
87.46,211.56,Heard Island and McDonald Islands,Millerview,61009.1,1,37,2016-06-16 3:17,Synergized grid-enabled framework,0,,,
41.86,128.62,Ethiopia,Hawkinsbury,53041.77,1,39,2016-03-26 15:28,Open-source stable paradigm,1,,,
34.04,174.88,El Salvador,Elizabethport,40182.84,1,34,2016-02-16 7:37,Reverse-engineered context-sensitive emulation,1,,,
54.96,113.75,Niger,West Amanda,59419.78,1,42,2016-02-28 9:31,Public-key disintermediate emulation,1,,,
87.14,199.4,Timor-Leste,Wadestad,58235.21,1,31,2016-05-18 1:00,Up-sized bifurcated capability,0,,,
78.79,215.29,Uruguay,Mauriceshire,68324.48,1,32,2016-02-21 13:11,Stand-alone background open system,0,,,
65.56,181.25,Somalia,West Arielstad,69646.35,1,25,2016-01-05 12:59,Stand-alone explicit orchestration,0,,,
81.05,245.5,Malaysia,Adamsstad,54045.39,0,34,2016-05-18 0:07,Configurable asynchronous application,0,,,
55.71,112.52,Korea,Lake James,57806.03,1,37,2016-03-06 23:26,Upgradable 4thgeneration portal,1,,,
45.48,129.16,Lao People's Democratic Republic,Blairborough,53336.76,1,49,2016-05-19 4:23,Networked client-server solution,1,,,
47,149.53,Bahamas,New Marcusbury,50491.45,0,56,2016-04-29 20:40,Public-key bi-directional Graphical User Interface,1,,,
59.64,153.12,Guyana,Evansville,71455.62,1,51,2016-05-03 1:09,Re-contextualized human-resource success,1,,,
35.98,150.79,Ethiopia,Huffmanchester,43241.88,0,45,2016-06-27 21:51,Front-line fresh-thinking installation,1,,,
72.55,202.34,Bosnia and Herzegovina,New Cynthia,58953.01,0,22,2016-02-08 7:33,Balanced empowering success,0,,,
91.15,184.98,Cyprus,Joshuamouth,36834.04,0,38,2016-02-22 7:04,Robust uniform framework,0,,,
80.53,187.64,Singapore,West Benjamin,66345.1,0,29,2016-03-21 8:13,Sharable upward-trending support,0,,,
82.49,130.84,Dominican Republic,Williamsfort,38645.4,0,45,2016-05-31 0:58,Assimilated multi-state paradigm,1,,,
80.94,239.94,Bermuda,North Tiffany,60803,0,36,2016-01-01 5:31,Self-enabling local strategy,0,,,
61.76,114.69,Jamaica,Edwardsport,33553.9,0,34,2016-05-27 8:53,Open-source local approach,1,,,
63.3,116.19,Saint Barthelemy,Lake Evantown,63071.34,0,38,2016-05-09 7:13,Polarized intangible encoding,1,,,
36.73,149.79,Albania,South Henry,46737.34,1,34,2016-06-27 1:56,Multi-lateral attitude-oriented adapter,1,,,
78.41,248.23,Mozambique,Harmonhaven,55368.67,1,33,2016-06-03 4:51,Multi-lateral 24/7 Internet solution,0,,,
83.98,194.62,Zimbabwe,West Gregburgh,68305.91,0,36,2016-02-24 0:44,Profit-focused secondary portal,0,,,
63.18,107.92,Georgia,Hansenland,39211.49,0,45,2016-03-05 12:03,Reactive upward-trending migration,1,,,
50.6,135.67,Brazil,Port Michaelmouth,65956.71,0,48,2016-01-15 22:49,Customer-focused fault-tolerant implementation,1,,,
32.6,190.05,Syrian Arab Republic,Tylerport,40159.2,0,38,2016-02-12 3:39,Customizable homogeneous contingency,1,,,
60.83,185.46,Palestinian Territory,West Lacey,40478.83,1,19,2016-02-19 20:49,Versatile next generation pricing structure,0,,,
